Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,Measure Name,Measure ID,Compared to National,Denominator,Payment,Lower Estimate,Higher Estimate,Footnote,Measure Start Date,Measure End Date,Location
500044,DEACONESS HOSPITAL,W 800 FIFTH AVENUE,SPOKANE,WA,99210,SPOKANE,5094735800,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,265,$21891.00,20289,23682,,07/01/2010,06/30/2013,"W 800 FIFTH AVENUE
SPOKANE, WA 99210
(47.62748859100003, -117.51319940299999)"
500049,WALLA WALLA GENERAL HOSPITAL,1025 S SECOND AVE,WALLA WALLA,WA,99362,WALLA WALLA,5095250480,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,31,$21700.00,18723,25222,,07/01/2010,06/30/2013,"1025 S SECOND AVE
WALLA WALLA, WA 99362
(46.05459480800005, -118.33191425899997)"
500050,PEACEHEALTH SOUTHWEST MEDICAL CENTER,400 NE MOTHER JOSEPH PLACE,VANCOUVER,WA,98668,CLARK,3602562000,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,342,$21339.00,19989,22748,,07/01/2010,06/30/2013,"400 NE MOTHER JOSEPH PLACE
VANCOUVER, WA 98668
(45.623218562000034, -122.58034501599997)"
500051,OVERLAKE HOSPITAL MEDICAL CENTER,1035-116TH AVE NE,BELLEVUE,WA,98004,KING,4256885000,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,183,$20986.00,19273,22896,,07/01/2010,06/30/2013,"1035-116TH AVE NE
BELLEVUE, WA 98004
(47.62009885200007, -122.18570999899998)"
500052,GROUP HEALTH CENTRAL HOSPITAL,201 - 16TH AVENUE EAST,SEATTLE,WA,98112,KING,2063263000,Payment for heart attack patients,PAYM_30_AMI,Not Available,Not Available,,Not Available,Not Available,5 - Results are not available for this reporting period.,07/01/2010,06/30/2013,"201 - 16TH AVENUE EAST
SEATTLE, WA 98112
(47.61985226400003, -122.31144007699999)"
500053,KENNEWICK GENERAL HOSPITAL,900 SOUTH AUBURN STREET,KENNEWICK,WA,99336,BENTON,5095866111,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,31,$19951.00,17238,23133,,07/01/2010,06/30/2013,"900 SOUTH AUBURN STREET
KENNEWICK, WA 99336
(46.199149857000066, -119.11855934999994)"
500054,PROVIDENCE SACRED HEART MEDICAL CENTER,101 WEST 8TH AVENUE,SPOKANE,WA,99204,SPOKANE,5094743040,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,634,$21307.00,20219,22437,,07/01/2010,06/30/2013,"101 WEST 8TH AVENUE
SPOKANE, WA 99204
(47.64834243200005, -117.41278011699995)"
500058,KADLEC REGIONAL MEDICAL CENTER,888 SWIFT BLVD,RICHLAND,WA,99352,BENTON,5099464611,Payment for heart attack patients,PAYM_30_AMI,Greater than the National Average Payment,382,$24303.00,22744,26096,,07/01/2010,06/30/2013,"888 SWIFT BLVD
RICHLAND, WA 99352
(46.28046638400008, -119.28198978399996)"
500060,CASCADE VALLEY HOSPITAL,330 S STILLAGUAMISH AVE,ARLINGTON,WA,98223,SNOHOMISH,3604352133,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2010,06/30/2013,"330 S STILLAGUAMISH AVE
ARLINGTON, WA 98223
(48.188979232000065, -122.11772076299997)"
500064,HARBORVIEW MEDICAL CENTER,325 9TH AVENUE,SEATTLE,WA,98104,KING,2067313000,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,43,$23106.00,20008,26761,,07/01/2010,06/30/2013,"325 9TH AVENUE
SEATTLE, WA 98104
(47.60408674400003, -122.32346298499999)"
500072,OLYMPIC MEDICAL CENTER,939 CAROLINE ST,PORT ANGELES,WA,98362,CLALLAM,3604177000,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,92,$19853.00,17778,22137,,07/01/2010,06/30/2013,"939 CAROLINE ST
PORT ANGELES, WA 98362
(48.115096074000064, -123.41519815199996)"
500077,PROVIDENCE HOLY FAMILY HOSPITAL,5633 NORTH LIDGERWOOD,SPOKANE,WA,99208,SPOKANE,5094822450,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,128,$19481.00,17685,21523,,07/01/2010,06/30/2013,"5633 NORTH LIDGERWOOD
SPOKANE, WA 99208
(47.70927048500005, -117.40592980199995)"
500079,MULTICARE GOOD SAMARITAN HOSPITAL,401 15TH AVENUE SE,PUYALLUP,WA,98372,PIERCE,2536972102,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,309,$21782.00,20269,23382,,07/01/2010,06/30/2013,"401 15TH AVENUE SE
PUYALLUP, WA 98372
(47.177445136000074, -122.28932447099999)"
500084,VALLEY GENERAL HOSPITAL,14701 179TH SE,MONROE,WA,98272,SNOHOMISH,3607947497,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2010,06/30/2013,"14701 179TH SE
MONROE, WA 98272
(47.86322916300003, -121.99062868799996)"
500088,VALLEY MEDICAL CENTER,400 S 43RD ST,RENTON,WA,98055,KING,4252283450,Payment for heart attack patients,PAYM_30_AMI,Less than the National Average Payment,225,$19053.00,17618,20663,,07/01/2010,06/30/2013,"400 S 43RD ST
RENTON, WA 98055
(47.441136811000035, -122.21290961099999)"
500108,ST JOSEPH MEDICAL CENTER,1717 SOUTH J STREET,TACOMA,WA,98405,PIERCE,2536274101,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,261,$21339.00,19768,23044,,07/01/2010,06/30/2013,"1717 SOUTH J STREET
TACOMA, WA 98405
(47.24607202300007, -122.44886183599999)"
500119,VALLEY HOSPITAL,12606 EAST MISSION AVENUE,SPOKANE,WA,99216,SPOKANE,5099246650,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,42,$20773.00,18055,23810,,07/01/2010,06/30/2013,"12606 EAST MISSION AVENUE
SPOKANE, WA 99216
(47.67164157000008, -117.23444952699998)"
50011F,SPOKANE VA MEDICAL CENTER,4815 N. ASSEMBLY STREET,SPOKANE,WA,99205,SPOKANE,5094347000,Payment for heart attack patients,PAYM_30_AMI,,,,,,,07/01/2010,06/30/2013,"4815 N. ASSEMBLY STREET
SPOKANE, WA 99205
(47.70192814500007, -117.47561980599994)"
500124,EVERGREEN HOSPITAL MEDICAL CENTER,12040 NE 128TH STREET,KIRKLAND,WA,98034,KING,4258991000,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,217,$21798.00,20157,23643,,07/01/2010,06/30/2013,"12040 NE 128TH STREET
KIRKLAND, WA 98034
(47.71491666600008, -122.18071946599997)"
500129,TACOMA GENERAL ALLENMORE HOSPITAL,315 S MLK JR WAY,TACOMA,WA,98415,PIERCE,2534031000,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,242,$22606.00,20899,24567,,07/01/2010,06/30/2013,"315 S MLK JR WAY
TACOMA, WA 98415
(47.26002232400003, -122.45349400299995)"
500139,CAPITAL MEDICAL CENTER,3900 CAPITAL MALL DR SW,OLYMPIA,WA,98502,THURSTON,3607545858,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,59,$19793.00,17420,22520,,07/01/2010,06/30/2013,"3900 CAPITAL MALL DR SW
OLYMPIA, WA 98502
(47.04180663400007, -122.95203617199996)"
50013F,WALLA WALLA VA MEDICAL CENTER,77 WAINWRIGHT DRIVE,WALLA WALLA,WA,99362,WALLA WALLA,5095273450,Payment for heart attack patients,PAYM_30_AMI,,,,,,,07/01/2010,06/30/2013,"77 WAINWRIGHT DRIVE
WALLA WALLA, WA 99362
(46.052788802000066, -118.35536565599995)"
500141,ST FRANCIS COMMUNITY HOSPITAL,34515 9TH AVENUE SOUTH,FEDERAL WAY,WA,98003,KING,2539448100,Payment for heart attack patients,PAYM_30_AMI,Less than the National Average Payment,112,$19131.00,17290,21145,,07/01/2010,06/30/2013,"34515 9TH AVENUE SOUTH
FEDERAL WAY, WA 98003
(47.29254085300005, -122.32298017899996)"
500148,CONFLUENCE HEALTH- WENATCHEE VALLEY HOSP & CLINICS,820 NORTH CHELAN AVENUE,WENATCHEE,WA,98801,CHELAN,5096638711,Payment for heart attack patients,PAYM_30_AMI,Not Available,Not Available,,Not Available,Not Available,5 - Results are not available for this reporting period.,07/01/2010,06/30/2013,"820 NORTH CHELAN AVENUE
WENATCHEE, WA 98801
(47.43365850200007, -120.32208544199995)"
500150,LEGACY SALMON CREEK MEDICAL CENTER,2211 NE 139TH STREET,VANCOUVER,WA,98686,CLARK,3604871000,Payment for heart attack patients,PAYM_30_AMI,Less than the National Average Payment,58,$18546.00,16419,21022,,07/01/2010,06/30/2013,"2211 NE 139TH STREET
VANCOUVER, WA 98686
(45.721842465000066, -122.64814949799995)"
500151,ST ANTHONY HOSPITAL,11567 CANTERWOOD BOULEVARD NW,GIG HARBOR,WA,98332,PIERCE,2535302050,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,106,$22831.00,20522,25449,,07/01/2010,06/30/2013,"11567 CANTERWOOD BOULEVARD NW
GIG HARBOR, WA 98332
(47.36451698400003, -122.61484048799997)"
500152,SWEDISH ISSAQUAH,751 NE BLAKELY DR,ISSAQUAH,WA,98029,KING,4253134000,Payment for heart attack patients,PAYM_30_AMI,Greater than the National Average Payment,28,$25106.00,21550,29499,,07/01/2010,06/30/2013,"751 NE BLAKELY DR
ISSAQUAH, WA 98029
(47.53652154700006, -122.02206984899999)"
50030F,SEATTLE VA MEDICAL CENTER - VA PUGIT SOUND,1660 S. COLUMBIAN WAY,SEATTLE,WA,98108,KING,2067642299,Payment for heart attack patients,PAYM_30_AMI,,,,,,,07/01/2010,06/30/2013,"1660 S. COLUMBIAN WAY
SEATTLE, WA 98108
(47.56218401600006, -122.31126147299994)"
501301,GARFIELD COUNTY MEMORIAL HOSPITAL,66 NORTH SIXTH STREET,POMEROY,WA,99347,GARFIELD,5098431591,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2010,06/30/2013,"66 NORTH SIXTH STREET
POMEROY, WA 99347
(46.47444048600005, -117.60301906699999)"
501302,DAYTON GENERAL HOSPITAL,1012 SOUTH 3RD STREET,DAYTON,WA,99328,COLUMBIA,5093822531,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2010,06/30/2013,"1012 SOUTH 3RD STREET
DAYTON, WA 99328
(46.312941299000045, -117.96938522499994)"
501303,WILLAPA HARBOR HOSPITAL,800 ALDER STREET,SOUTH BEND,WA,98586,PACIFIC,3608755526,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2010,06/30/2013,"800 ALDER STREET
SOUTH BEND, WA 98586
(46.66211604000006, -123.81264215899995)"
501304,SUMMIT PACIFIC MEDICAL CENTER,600 EAST MAIN STREET,ELMA,WA,98541,GRAYS HARBOR,3603462222,Payment for heart attack patients,PAYM_30_AMI,Not Available,Not Available,,Not Available,Not Available,5 - Results are not available for this reporting period.,07/01/2010,06/30/2013,"600 EAST MAIN STREET
ELMA, WA 98541
(47.00583820300005, -123.39226185799998)"
501305,LINCOLN HOSPITAL,10 NICHOLS STREET,DAVENPORT,WA,99122,LINCOLN,5097257101,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2010,06/30/2013,"10 NICHOLS STREET
DAVENPORT, WA 99122
(47.65711400100008, -118.14602946499997)"
501307,ODESSA MEMORIAL HEALTHCARE CENTER,502 E AMENDE DRIVE,ODESSA,WA,99159,LINCOLN,5099822611,Payment for heart attack patients,PAYM_30_AMI,Not Available,Not Available,,Not Available,Not Available,5 - Results are not available for this reporting period.,07/01/2010,06/30/2013,"502 E AMENDE DRIVE
ODESSA, WA 99159
(47.33156172400004, -118.68221096799999)"
501308,COULEE COMMUNITY HOSPITAL,411 FORTUYN ROAD,GRAND COULEE,WA,99133,GRANT,5096331753,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2010,06/30/2013,"411 FORTUYN ROAD
GRAND COULEE, WA 99133
(47.94234977100007, -119.00559594299995)"
501309,PROVIDENCE ST JOSEPH HOSPITAL,500 EAST WEBSTER,CHEWELAH,WA,99109,STEVENS,5099358211,Payment for heart attack patients,PAYM_30_AMI,Not Available,Not Available,,Not Available,Not Available,7 - No cases met the criteria for this measure.,07/01/2010,06/30/2013,"500 EAST WEBSTER
CHEWELAH, WA 99109
(48.278173507000076, -117.71145234299996)"
501310,NEWPORT COMMUNITY HOSPITAL,714 WEST PINE STREET,NEWPORT,WA,99156,PEND OREILLE,5094472441,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2010,06/30/2013,"714 WEST PINE STREET
NEWPORT, WA 99156
(48.182082308000076, -117.04856321999995)"
501311,EAST ADAMS RURAL HOSPITAL,903 SOUTH ADAMS,RITZVILLE,WA,99169,ADAMS,5096591200,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2010,06/30/2013,"903 SOUTH ADAMS
RITZVILLE, WA 99169
(47.12102986800005, -118.37230955599995)"
501312,PROSSER MEMORIAL HOSPITAL,723 MEMORIAL STREET,PROSSER,WA,99350,BENTON,5097862222,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2010,06/30/2013,"723 MEMORIAL STREET
PROSSER, WA 99350
(46.207669828000064, -119.76358942599995)"
501313,CASCADE MEDICAL CENTER,817 COMMERCIAL STREET,LEAVENWORTH,WA,98826,CHELAN,5095485815,Payment for heart attack patients,PAYM_30_AMI,Not Available,Not Available,,Not Available,Not Available,7 - No cases met the criteria for this measure.,07/01/2010,06/30/2013,"817 COMMERCIAL STREET
LEAVENWORTH, WA 98826
(47.59458387600006, -120.66117432499999)"
501314,OCEAN BEACH HOSPITAL,174 FIRST AVENUE NORTH,ILWACO,WA,98624,PACIFIC,3606423181,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2010,06/30/2013,"174 FIRST AVENUE NORTH
ILWACO, WA 98624
(46.309597351000036, -124.04332757899999)"
501315,SKYLINE HOSPITAL,211 SKYLINE DRIVE,WHITE SALMON,WA,98672,KLICKITAT,5094911101,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2010,06/30/2013,"211 SKYLINE DRIVE
WHITE SALMON, WA 98672
(45.72306856700004, -121.47040275599994)"
501316,KLICKITAT VALLEY HOSPITAL,310 SOUTH ROOSEVELT,GOLDENDALE,WA,98620,KLICKITAT,5097734022,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2010,06/30/2013,"310 SOUTH ROOSEVELT
GOLDENDALE, WA 98620
(45.82056204400004, -120.81223506699996)"
501317,COLUMBIA BASIN HOSPITAL,200 NAT WASHINGTON WAY,EPHRATA,WA,98823,GRANT,5097544631,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2010,06/30/2013,"200 NAT WASHINGTON WAY
EPHRATA, WA 98823
(47.31678434200006, -119.55133678199996)"
501318,OTHELLO COMMUNITY HOSPITAL,315 NORTH 14TH AVENUE,OTHELLO,WA,99344,ADAMS,5094882636,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2010,06/30/2013,"315 NORTH 14TH AVENUE
OTHELLO, WA 99344
(46.83026864800007, -119.15440627899994)"
501319,MORTON SWING BED,521 ADAMS STREET,MORTON,WA,98356,LEWIS,3604965112,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2010,06/30/2013,"521 ADAMS STREET
MORTON, WA 98356
(46.555921298000044, -122.28012845599994)"
501320,QUINCY VALLEY HOSPITAL,908 10TH AVENUE SOUTHWEST,QUINCY,WA,98848,GRANT,5097873531,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2010,06/30/2013,"908 10TH AVENUE SOUTHWEST
QUINCY, WA 98848
(47.23095715100004, -119.86914881099995)"
501321,NORTH VALLEY HOSPITAL,203 SOUTH WESTERN,TONASKET,WA,98855,OKANOGAN,5094862151,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2010,06/30/2013,"203 SOUTH WESTERN
TONASKET, WA 98855
(48.70685029400005, -119.43943597499998)"
501322,FERRY COUNTY MEMORIAL HOSPITAL,36 KLONDIKE ROAD,REPUBLIC,WA,99166,FERRY,5097753333,Payment for heart attack patients,PAYM_30_AMI,Not Available,Not Available,,Not Available,Not Available,7 - No cases met the criteria for this measure.,07/01/2010,06/30/2013,"36 KLONDIKE ROAD
REPUBLIC, WA 99166
(48.65274183300005, -118.73315364899997)"
501323,JEFFERSON HEALTHCARE HOSPITAL,834 SHERIDAN STREET,PORT TOWNSEND,WA,98368,JEFFERSON,3603852200,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2010,06/30/2013,"834 SHERIDAN STREET
PORT TOWNSEND, WA 98368
(48.10556123400005, -122.79027756899995)"
501324,THREE RIVERS HOSPITAL,507 HOSPITAL WAY,BREWSTER,WA,98812,OKANOGAN,5096892517,Payment for heart attack patients,PAYM_30_AMI,Not Available,Not Available,,Not Available,Not Available,7 - No cases met the criteria for this measure.,07/01/2010,06/30/2013,"507 HOSPITAL WAY
BREWSTER, WA 98812
(48.10654841300004, -119.78312197199995)"
501325,FORKS COMMUNITY HOSPITAL,530 BOGACHIEL WAY,FORKS,WA,98331,CLALLAM,3603746271,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2010,06/30/2013,"530 BOGACHIEL WAY
FORKS, WA 98331
(47.946189996000044, -124.39317890599995)"
501326,PROVIDENCE MOUNT CARMEL HOSPITAL,982 EAST COLUMBIA,COLVILLE,WA,99114,STEVENS,5096842561,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2010,06/30/2013,"982 EAST COLUMBIA
COLVILLE, WA 99114
(48.54125333500008, -117.89305887999996)"
501327,WHITMAN HOSPITAL AND MEDICAL CENTER,1200 WEST FAIRVIEW,COLFAX,WA,99111,WHITMAN,5093973435,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2010,06/30/2013,"1200 WEST FAIRVIEW
COLFAX, WA 99111
(46.86880232800007, -117.37519115799995)"
501328,MID VALLEY HOSPITAL,810 JASMINE STREET,OMAK,WA,98841,OKANOGAN,5098261760,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2010,06/30/2013,"810 JASMINE STREET
OMAK, WA 98841
(48.39649730600007, -119.54538280599996)"
501329,PEACEHEALTH UNITED GENERAL MEDICAL CENTER,2000 HOSPITAL DRIVE,SEDRO WOOLLEY,WA,98284,SKAGIT,3608566021,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2010,06/30/2013,"2000 HOSPITAL DRIVE
SEDRO WOOLLEY, WA 98284
(48.49547697600008, -122.27626897899995)"
501330,SUNNYSIDE COMMUNITY HOSPITAL,1016 TACOMA AVENUE,SUNNYSIDE,WA,98944,YAKIMA,5098371500,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2010,06/30/2013,"1016 TACOMA AVENUE
SUNNYSIDE, WA 98944
(46.32246590400007, -120.00728665899999)"
501331,PULLMAN REGIONAL HOSPITAL,835 S BISHOP BLVD,PULLMAN,WA,99163,WHITMAN,5093322541,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2010,06/30/2013,"835 S BISHOP BLVD
PULLMAN, WA 99163
(46.713376647000075, -117.16939531799994)"
501332,TRI-STATE MEMORIAL HOSPITAL,1221 HIGHLAND AVENUE,CLARKSTON,WA,99403,ASOTIN,5097585511,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2010,06/30/2013,"1221 HIGHLAND AVENUE
CLARKSTON, WA 99403
(46.403600349000044, -117.05642364099998)"
501333,KITTITAS VALLEY COMMUNITY HOSPITAL,603 SOUTH CHESTNUT,ELLENSBURG,WA,98926,KITTITAS,5099629841,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2010,06/30/2013,"603 SOUTH CHESTNUT
ELLENSBURG, WA 98926
(46.98739819200006, -120.53679933099994)"
501334,LAKE CHELAN COMMUNITY HOSPITAL,503 EAST HIGHLAND,CHELAN,WA,98816,CHELAN,5096823300,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2010,06/30/2013,"503 EAST HIGHLAND
CHELAN, WA 98816
(47.84558865300005, -120.01315848799999)"
501335,ST ELIZABETH HOSPITAL,1450 BATTERSBY AVENUE,ENUMCLAW,WA,98022,KING,3608252505,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2010,06/30/2013,"1450 BATTERSBY AVENUE
ENUMCLAW, WA 98022
(47.208453087000066, -121.98828148999996)"
501336,MASON GENERAL HOSPITAL & FAMILY OF CLINICS,901 MT VIEW DRIVE,SHELTON,WA,98584,MASON,3604261611,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,32,$20457.00,17534,23781,,07/01/2010,06/30/2013,"901 MT VIEW DRIVE
SHELTON, WA 98584
(47.226702927000076, -123.115269566)"
501337,LOURDES MEDICAL CENTER,520 N FOURTH AVENUE,PASCO,WA,99301,FRANKLIN,5095462278,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2010,06/30/2013,"520 N FOURTH AVENUE
PASCO, WA 99301
(46.23465843100007, -119.09434662899997)"
501338,SNOQUALMIE VALLEY HOSPITAL,9575 ETHAN WADE WAY SE,SNOQUALMIE,WA,98065,KING,4258312300,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2010,06/30/2013,"9575 ETHAN WADE WAY SE
SNOQUALMIE, WA 98065
(47.51478375100004, -121.82574292099997)"
501339,WHIDBEY GENERAL HOSPITAL,101 NORTH MAIN STREET,COUPEVILLE,WA,98239,ISLAND,3606785151,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2010,06/30/2013,"101 NORTH MAIN STREET
COUPEVILLE, WA 98239
(48.21397913800007, -122.68608837699998)"
501340,PEACEHEALTH PEACE ISLAND MEDICAL CENTER,1117 SPRING STREET,FRIDAY HARBOR,WA,98250,SAN JUAN,3603782141,Payment for heart attack patients,PAYM_30_AMI,Not Available,Not Available,,Not Available,Not Available,5 - Results are not available for this reporting period.,07/01/2010,06/30/2013,"1117 SPRING STREET
FRIDAY HARBOR, WA 98250
(48.52983696800004, -123.02813749499995)"
503300,SEATTLE CHILDREN'S HOSPITAL,"4800 SAND POINT WAY NE, PO BOX C-5371",SEATTLE,WA,98105,KING,2069872000,Payment for heart attack patients,PAYM_30_AMI,Not Available,Not Available,,Not Available,Not Available,5 - Results are not available for this reporting period.,07/01/2010,06/30/2013,"4800 SAND POINT WAY NE, PO BOX C-5371
SEATTLE, WA 98105
(47.664237986000046, -122.283397305)"
510001,WEST VIRGINIA UNIVERSITY HOSPITALS,MEDICAL CENTER DRIVE,MORGANTOWN,WV,26506,MONONGALIA,3045984000,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,307,$22565.00,21050,24227,,07/01/2010,06/30/2013,"MEDICAL CENTER DRIVE
MORGANTOWN, WV 26506
(39.65227221200007, -79.96039935599998)"
510002,GREENBRIER VALLEY MEDICAL CENTER,202 MAPLEWOOD AVENUE  PO BOX 497,RONCEVERTE,WV,24970,GREENBRIER,3046474411,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,47,$18849.00,16377,21558,,07/01/2010,06/30/2013,"202 MAPLEWOOD AVENUE PO BOX 497
RONCEVERTE, WV 24970
(37.773690212000076, -80.46784084299998)"
510006,UNITED HOSPITAL CENTER,327 MEDICAL PARK DRIVE,BRIDGEPORT,WV,26330,HARRISON,6813421000,Payment for heart attack patients,PAYM_30_AMI,Less than the National Average Payment,360,$19840.00,18678,21206,,07/01/2010,06/30/2013,"327 MEDICAL PARK DRIVE
BRIDGEPORT, WV 26330
(39.329947581000056, -80.24121025399995)"
510007,ST MARY'S MEDICAL CENTER,2900 1ST AVENUE,HUNTINGTON,WV,25701,CABELL,3045261234,Payment for heart attack patients,PAYM_30_AMI,Less than the National Average Payment,588,$20220.00,19161,21263,,07/01/2010,06/30/2013,"2900 1ST AVENUE
HUNTINGTON, WV 25701
(38.43191908700004, -82.40200731099998)"
510008,BERKELEY MEDICAL CENTER,2500 HOSPITAL DRIVE,MARTINSBURG,WV,25401,BERKELEY,3042641000,Payment for heart attack patients,PAYM_30_AMI,Less than the National Average Payment,183,$17057.00,15800,18561,,07/01/2010,06/30/2013,"2500 HOSPITAL DRIVE
MARTINSBURG, WV 25401
(39.47634524100005, -77.98088875999997)"
510012,PLEASANT VALLEY HOSPITAL,2520 VALLEY DRIVE,POINT PLEASANT,WV,25550,MASON,3046754340,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2010,06/30/2013,"2520 VALLEY DRIVE
POINT PLEASANT, WV 25550
(38.86878183400006, -82.12524599899996)"
510013,REYNOLDS MEMORIAL HOSPITAL,800 WHEELING AVE,GLEN DALE,WV,26038,MARSHALL,3048433230,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,64,$23171.00,20381,26353,,07/01/2010,06/30/2013,"800 WHEELING AVE
GLEN DALE, WV 26038
(39.94636979000006, -80.75421435799996)"
